rank,risk_id,cluster_id,title,risk_category,business_function,event_type,primary_asset_or_service,score_used,likelihood_used,impact_used,risk_score_baseline,risk_score_adjusted,evidence_strength,confidence,internal_signals_used,internal_outage_refs,recommended_actions_top,framework_mapping,executive_summary,impact_narrative,evidence_count,start_date,end_date,publishers,urls_sample,impact_keywords,entity_summary,cluster_summary
97,RISK-OUTAGE_APPLICATION-UNKNOWN-61D7022A,CL-000147,Critical application outage disrupts business operations,Technology,Physical Infrastructure,OUTAGE_APPLICATION,UNKNOWN,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Physical Infrastructure. Evidence window: 2026-03-01 to 2026-03-01 across 1 source(s). Representative sources: Updated: AWS Middle East Outage After Data Centers Hit by Drone Strikes - Data Center Knowledge,"OUTAGE_APPLICATION affecting UNKNOWN can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2026-03-01,2026-03-01,Data Center Knowledge,https://news.google.com/rss/articles/CBMisgFBVV95cUxQUU00VUcyNzlleFc2RXo5bkFPTnl1RmJqSHozVmNjNzZsVTVJZkNQTmI4amx6QzFsenk3cDlxclQ0dEdPM2J0dXRCS0VObzdBTXNmWlZ4aWtZaU1ZX3c1YkJpMDhXaklOdGNKaFJyajB0VmRtbUJkYS1Qd2xUZExCdUstbndIb1ZuWlpkdTExbWVQdFpaUmlLdE5wa1dLRjVtWnJVRlpoUHpfMm03dGI2OUlR?oc=5,outage,,OUTAGE_APPLICATION affecting UNKNOWN in Physical Infrastructure.
98,RISK-OUTAGE_APPLICATION-UNKNOWN-61D7022A,CL-000148,Critical application outage disrupts business operations,Technology,Physical Infrastructure,OUTAGE_APPLICATION,UNKNOWN,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Physical Infrastructure. Evidence window: 2026-03-01 to 2026-03-01 across 1 source(s). Representative sources: AWS UAE suffers AZ outage after ""objects strike data center"" and cause fire, amid Iran attacks - Data Center Dynamics","OUTAGE_APPLICATION affecting UNKNOWN can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2026-03-01,2026-03-01,Data Center Dynamics,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQcDVmcllhMVV6TVRnN3l6bkwyZjBJMlYtdVdPZXh1dWdYc1dJa0xzdmNSRks4Qnlvei1tTnVNeThIZTVPV1ZEWS12dGJSbVlfUnB1dzd4RVZMWlc0bURZQnBjUUJDNEtmRWxEZk1QNmF4eXo4WTEyZEpneFRkeGtfY1lJRDlhRTdBVkZXOG5PMFVrMjJjcGRfeFM0aHNIeUlmc1IwMElBZHdjU3R3RHhQQ1JfbVUxTFZiUkgtWHZuREMwQQ?oc=5,outage,,OUTAGE_APPLICATION affecting UNKNOWN in Physical Infrastructure.
99,RISK-OUTAGE_APPLICATION-UNKNOWN-61D7022A,CL-000156,Critical application outage disrupts business operations,Technology,Physical Infrastructure,OUTAGE_APPLICATION,UNKNOWN,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Physical Infrastructure. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: Amazon's AWS reports outage after UAE data center struck by 'objects' - The Detroit News,"OUTAGE_APPLICATION affecting UNKNOWN can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2026-03-02,2026-03-02,The Detroit News,https://news.google.com/rss/articles/CBMingFBVV95cUxPWHo2UGNhcmZ5TWdNRFBFNzdmSk5uYVhQd0ZNOU43dUwzcHVnRThEaHVkWG5MNGQ1R2wyd19NUE1vNUZJSm1RZTlkZU05M2tTSWhuUnhMTExEcHZHQzJCOWtoUzgzUnZBcTJMVG5SNFBiMjRWa2ZPLUV6YjZBZjVveUV6YW1xWEI5TmJOM3VoSW0zRmdUR2tQdFhhTy1fQQ?oc=5,outage,,OUTAGE_APPLICATION affecting UNKNOWN in Physical Infrastructure.
100,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000196,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Low,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,"Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-03-18 to 2026-03-18 across 1 source(s). Representative sources: Bank software vendor Marquis says more than 670,000 impacted by August breach - The Record from Recorded Future News","SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-03-18,2026-03-18,The Record from Recorded Future News,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5RaGY0UmlJQXRUNEdSdGdDd3dnVVB6R2dtQTdDdTdrSlppUUF6MGJqRnhGMWVycG9aelEzdWZQaGUza3dzZ1doOWplREVXLXVkNkdaUHZoaW5oQXROR1lJSjdvRHFBQQ?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
101,RISK-OUTAGE_APPLICATION-UNKNOWN-61D7022A,CL-000198,Critical application outage disrupts business operations,Technology,Physical Infrastructure,OUTAGE_APPLICATION,UNKNOWN,8,2,4,8,,Weak,Low,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Physical Infrastructure. Evidence window: 2026-03-18 to 2026-03-18 across 1 source(s). Representative sources: Amazon's AWS reports outage after UAE data center struck by 'objects' - MSN,"OUTAGE_APPLICATION affecting UNKNOWN can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2026-03-18,2026-03-18,MSN,https://news.google.com/rss/articles/CBMivAFBVV95cUxQQ1NiS0V5aVpiU0hWMjVaMlFuQkxlMEhCWUhLamlKYVN6ZWpBb0V6R2phdkVNZEZDZnUyWlNqdk1INTZ6aWNXcGpUUVQxY2hYWkRnTGJfUFl3VTRLQVdEMnN3bFlqd0NrZkkybFo0ZGQtOXh3VFJNX0p4VWNjTDVHeFRIaUlRX2JwallCYV9LVktsbk1VMUp2bGlxWHZpLWxleWlmVkhwOGVDU005bHZtU2ppdnF6bTEtRzU5cw?oc=5,outage,,OUTAGE_APPLICATION affecting UNKNOWN in Physical Infrastructure.
102,RISK-UNKNOWN-SYSTEMS-C2037A8F,CL-000091,UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,UNKNOWN,systems,6,2,3,6,,Weak,Medium,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting systems in Network Infrastructure. Evidence window: 2025-11-26 to 2025-11-26 across 1 source(s). Representative sources: Microsoft loses two senior AI infrastructure leaders as data center pressures mount - Network World,"UNKNOWN affecting systems can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2025-11-26,2025-11-26,Network World,https://news.google.com/rss/articles/CBMizgFBVV95cUxNZjVrUTQ4dkwtaXJmZHJ4LTU2VldMdEtBd3VHclBGVHVIMUl4VEp6dGZhYkNTOV9HbUdXMGVXc1BndFZiRlNTOXp3S0xPTVJwZlFmbnp3Z1FtcjZ3MFFrLXUwa0cxWjd3aGRkUHdtRkZzZ294RXdhLXltWk9SaUkxZnVSWHMxYU9RUHFhNGp6T00yZDZNOW0ydTN0V2hxWnNfelV2MHEyRE9MQm5mYTdGYjlfZV9fUmtfRGlRMEpIUk9JRUZ0M2ZWSEVkbnlFZw?oc=5,,,UNKNOWN affecting systems in Network Infrastructure.
103,RISK-UNKNOWN-SYSTEMS-C2DF56FE,CL-000108,UNKNOWN risk affects Cybersecurity,Technology,Cybersecurity,UNKNOWN,systems,6,2,3,6,,Weak,Medium,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting systems in Cybersecurity. Evidence window: 2026-01-08 to 2026-01-08 across 1 source(s). Representative sources: Critical infrastructure facing cyber surge in OT and supply chains in 2026 - SC Media,"UNKNOWN affecting systems can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2026-01-08,2026-01-08,SC Media,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNbm9SY08tc0ZHaWJDYXdleXY5QTMySjZZOEwySDdMZks2RU9hUVVjckdkM0ZJSDNlSnhHbEFZWDh5SzduRm9EazR1TzhFMERxNDBjZU1tSFJya3p2bWJoUVJfS2I2cDNkTGxsZTk0QVFjdUE0V2tZd0E2cURNMU9hb3cxcFRRS0tGdm8zYzh6TUprRGt3elJIZ0JsR1Rnb09XVXZlT2pCdzUxQQ?oc=5,,,UNKNOWN affecting systems in Cybersecurity.
104,RISK-UNKNOWN-NETWORK-7CFD7EC8,CL-000128,UNKNOWN risk affects Network Infrastructure,Technology,Network Infrastructure,UNKNOWN,network,6,2,3,6,,Weak,Medium,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting network in Network Infrastructure. Evidence window: 2026-02-02 to 2026-02-02 across 1 source(s). Representative sources: Opinion: SpaceX’s satellite data center plan is unhinged - Fierce Network,"UNKNOWN affecting network can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2026-02-02,2026-02-02,Fierce Network,https://news.google.com/rss/articles/CBMikgFBVV95cUxQeHRyYktJVVN3bXRfU3BOdlNHWlRBdlpsUHhTWTJCdmxCR20tbFhIMldfRWExSFZ4N2JLNE9VSDdfWUVqQ1VtVlB6R2gxdEVObGFjZUtyRGhCTFBBcDRTOFRhcUg3ZHMwSkF1TkNpckN0eG1peFVHRWwtMzN5OExWQmlOcmZaWmJEYW41c2Zib3RhUQ?oc=5,,,UNKNOWN affecting network in Network Infrastructure.
105,RISK-DESTRUCTIVE_CYBER_ATTACK-ENDPOINTS-921EB452,CL-000179,DESTRUCTIVE_CYBER_ATTACK risk affects Security Operations,Technology,Security Operations,DESTRUCTIVE_CYBER_ATTACK,endpoints,6,2,3,6,,Weak,Medium,False,,"Isolate affected systems, initiate clean-room recovery, validate backups for integrity, and perform forensic analysis before restoration",Cyber Resilience / Destructive Malware,Risk signal (Weak): DESTRUCTIVE_CYBER_ATTACK affecting endpoints in Security Operations. Evidence window: 2026-03-12 to 2026-03-12 across 1 source(s). Representative sources: Iran Linked Hacking Group Wipes Data of U.S. Medical Device Manufacturer - The HIPAA Journal,"DESTRUCTIVE_CYBER_ATTACK affecting endpoints can disrupt Security Operations, causing operational delays and recovery complications.",1,2026-03-12,2026-03-12,The HIPAA Journal,https://news.google.com/rss/articles/CBMiZEFVX3lxTE54RTM0YTFXSU9kNjVtaHl2OTdDMkV4X1luRjl1Wl8zcmd5alp2UHV0TlAzNkE4VGpMc3lEeEhuSjBCeUw5UXc1aFZEV3NYRzVkOTBQU0JzMFlXTDhOS0ktTEc0Mko?oc=5,,,DESTRUCTIVE_CYBER_ATTACK affecting endpoints in Security Operations.
106,RISK-CYBER_OPERATIONAL_DISRUPTION-UNKNOWN-29F36C0D,CL-000180,CYBER_OPERATIONAL_DISRUPTION risk affects IT Operations,Technology,IT Operations,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,6,2,3,6,,Weak,Medium,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations. Evidence window: 2026-03-12 to 2026-03-12 across 1 source(s). Representative sources: Stryker Says Cyberattack Disruption Is Continuing - WSJ,"CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2026-03-12,2026-03-12,WSJ,https://news.google.com/rss/articles/CBMiowNBVV95cUxONVhKZ2RUYXFpUV90X2hvSWZsQnhOaEZkNlhQMUR1NHdqT0VvNXFXOXZrLVV2bHdRRkRrZjh4WVZ5Y1R4Sy1KWnRiQjc5RWlxX0hjY3pNdlVndTd4T0t0RFZiUG9LWHpOSksxb09qT1BETXNqejJRcXVYc1lENDNfa0JKMURDQlIzZDlTUnBsN2pwd2F2eVdIUURlRW9aWWhndUU2dmphejFHX2hYZC1mR2kwTGJ0dmk1ZGN5UFloWWdYR3BHeTU2bi10Yl9ZcllJYW93SzUyWWl2QzhkVGR6clJtdTFZVnREQnJLRHZJTWdaX0VNeWdFNjJGdWtBeDVzMzZQLVVtOW8xY1ltdm1aRGw2NmhEa1poYXl2Z0Z4dmJyY0JUdmdUWXJVcC0wSU0wMmx3QWxFcnZ5cnZ1ektKQ3hOSHJ0a2VvY2dSdnNISG0za05fdldKS19EbFBjYmJuby0zTEhGOG84MTRCdVpNbFJwSHRscm9tazAxckNKVzRLRU1LbXdiaEROVWtZbnp1cjkyTmVGWWRxVEFKN0NtLTdIbw?oc=5,disruption,,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.
107,RISK-DESTRUCTIVE_CYBER_ATTACK-ENDPOINTS-921EB452,CL-000192,DESTRUCTIVE_CYBER_ATTACK risk affects Security Operations,Technology,Security Operations,DESTRUCTIVE_CYBER_ATTACK,endpoints,6,2,3,6,,Weak,Medium,False,,"Isolate affected systems, initiate clean-room recovery, validate backups for integrity, and perform forensic analysis before restoration",Cyber Resilience / Destructive Malware,Risk signal (Weak): DESTRUCTIVE_CYBER_ATTACK affecting endpoints in Security Operations. Evidence window: 2026-03-17 to 2026-03-17 across 1 source(s). Representative sources: Pro-Iran Hackers Wipe Thousands of Stryker Devices in First Major U.S. Cyberattack - The Tech Buzz,"DESTRUCTIVE_CYBER_ATTACK affecting endpoints can disrupt Security Operations, causing operational delays and recovery complications.",1,2026-03-17,2026-03-17,The Tech Buzz,https://news.google.com/rss/articles/CBMitAFBVV95cUxNaEZVT2tibzNzY1hOZzI4R1FnY1gwS2pILWdJbUg1ODNIa2s5MExvc3B6V1VhS0JRQldhZkIyZHc4eURUem10dUpMRWFjWGtoLTFlUThxUDhNRDZHXzY1T0hLTkoxY29XbXM3TVlGVFpTT2E3T3kzVnB4YlRJa1A2VUlNVlZRdXMxbzV0SFB3NkNCaldUcm44NTBjR1VCQm9uY0hNWHkzQmdvYTVGNGFSTGh0TFM?oc=5,,,DESTRUCTIVE_CYBER_ATTACK affecting endpoints in Security Operations.
108,RISK-DESTRUCTIVE_CYBER_ATTACK-ENDPOINTS-921EB452,CL-000204,DESTRUCTIVE_CYBER_ATTACK risk affects Security Operations,Technology,Security Operations,DESTRUCTIVE_CYBER_ATTACK,endpoints,6,2,3,6,,Weak,Medium,False,,"Isolate affected systems, initiate clean-room recovery, validate backups for integrity, and perform forensic analysis before restoration",Cyber Resilience / Destructive Malware,"Risk signal (Weak): DESTRUCTIVE_CYBER_ATTACK affecting endpoints in Security Operations. Evidence window: 2026-03-23 to 2026-03-23 across 1 source(s). Representative sources: ‘Stryker Under Siege’: Iran-Linked Hackers Wipe 200,000 Devices in Global Cyberattack - The420.in","DESTRUCTIVE_CYBER_ATTACK affecting endpoints can disrupt Security Operations, causing operational delays and recovery complications.",1,2026-03-23,2026-03-23,The420.in,https://news.google.com/rss/articles/CBMihwFBVV95cUxPZGpRZmxyUGtXejQ5a1czOXFzNUx3OHRnZlFGX3M3aXNIYlNpcTZpZDNkWkIxTkhPcGs2S0lKQVd5ZWZzQkpyd1BFUm5qb2RobGRnNVpDMzRfQXpWZFB2djJSc3JCNXBScUNFTDBzYXA5dVl4Y19VS21MVWphbXFNNnpQQUhnQXc?oc=5,,,DESTRUCTIVE_CYBER_ATTACK affecting endpoints in Security Operations.
109,RISK-UNKNOWN-UNKNOWN-EF4D7703,CL-000001,UNKNOWN risk affects Order Processing,Technology,Order Processing,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): UNKNOWN affecting UNKNOWN in Order Processing. Evidence window: 2017-03-25 to 2017-03-25 across 1 source(s). Representative sources: Understanding Batch Processing: Function, Benefits, and Historical Context - Investopedia","UNKNOWN affecting UNKNOWN can disrupt Order Processing, causing operational delays and recovery complications.",1,2017-03-25,2017-03-25,Investopedia,https://news.google.com/rss/articles/CBMiaEFVX3lxTE42d3E2Y1dnSlN2TzB4SGttYzJKMHFBc2FqZGRvaVRwSy1LTHlNQ052cm5tYmdXSDYzMGxlT01QVGNsN0xkbWpmZU1UMXpHOVp2RFZtbnoxeERVejlKNTY2ODBjd2gwMGdy?oc=5,,,UNKNOWN affecting UNKNOWN in Order Processing.
110,RISK-UNKNOWN-UNKNOWN-EF4D7703,CL-000002,UNKNOWN risk affects Order Processing,Technology,Order Processing,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Order Processing. Evidence window: 2017-03-25 to 2017-03-25 across 1 source(s). Representative sources: The 2008 Financial Crisis Explained - Investopedia,"UNKNOWN affecting UNKNOWN can disrupt Order Processing, causing operational delays and recovery complications.",1,2017-03-25,2017-03-25,Investopedia,https://news.google.com/rss/articles/CBMihAFBVV95cUxPWlhCSEM5dG5GZlBSX19LRFJDYlAxejhQN0tlNW5NWllkTnA1TUxTVXEtT2VUM1pfcDFiX1VyamNwVXFseE5aZ3N0SVRId2dDTXdKMmNvd3Zibk45aURPa2I2TnRlRGZvMnQ3UV9FUkhrdTFjbm52Q0RMZUxtR3VDcGxueU8?oc=5,,,UNKNOWN affecting UNKNOWN in Order Processing.
111,RISK-UNKNOWN-UNKNOWN-EF4D7703,CL-000003,UNKNOWN risk affects Order Processing,Technology,Order Processing,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Order Processing. Evidence window: 2018-05-03 to 2018-05-03 across 1 source(s). Representative sources: The Billion-Dollar Bank Job (Published 2018) - The New York Times,"UNKNOWN affecting UNKNOWN can disrupt Order Processing, causing operational delays and recovery complications.",1,2018-05-03,2018-05-03,The New York Times,https://news.google.com/rss/articles/CBMirgFBVV95cUxQVldhTnY1Ykt5Q3dLZVJGUjZKMlplLVVqYWFzTHdjMms5TGhXZTNBWC1rMjh1VjYxNmQ3TDE3Y21QY3pzb0xqZGVHY2E4bUJJbHRxaUR4VkpIbDFiM2RtZzdkdF9aZ3JaUF8yOEpLczg3LUpnMzlhdUhDTlFhc0dNVG1vMTQ4MjducldUZ19DVWdCY2YwVmVjVE1IOFd2akpXSWJvQ1JsY085MkxULWc?oc=5,,,UNKNOWN affecting UNKNOWN in Order Processing.
112,RISK-UNKNOWN-UNKNOWN-EF4D7703,CL-000004,UNKNOWN risk affects Order Processing,Technology,Order Processing,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Order Processing. Evidence window: 2018-09-12 to 2018-09-12 across 1 source(s). Representative sources: Major Players in the 2008 Financial Crisis: Where Are They Now? - Investopedia,"UNKNOWN affecting UNKNOWN can disrupt Order Processing, causing operational delays and recovery complications.",1,2018-09-12,2018-09-12,Investopedia,https://news.google.com/rss/articles/CBMingFBVV95cUxQd0d1TGRQQnNadFZjdHBORTg4M25lcnE1SVlscXFlNV9GT1dmS1JIWlFjZ0RCVG41M2lLOFZMVDB3WG9oZmFfaERySE1zVDNiTWh5V0NRaGlrNzd4VlBGOGZaQ2JETzQydWU2YkpxQnJOb2wzb0FIRDdmdVpBN2wxZWNjbWFBREdYTWhYcXlsT0ZUbEJMeExBOFpiZHpMdw?oc=5,,,UNKNOWN affecting UNKNOWN in Order Processing.
113,RISK-UNKNOWN-UNKNOWN-E23A5F28,CL-000005,UNKNOWN risk affects Security Operations,Technology,Security Operations,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Security Operations. Evidence window: 2022-02-24 to 2022-02-24 across 1 source(s). Representative sources: Ukraine: Disk-wiping Attacks Precede Russian Invasion - SECURITY.COM,"UNKNOWN affecting UNKNOWN can disrupt Security Operations, causing operational delays and recovery complications.",1,2022-02-24,2022-02-24,SECURITY.COM,https://news.google.com/rss/articles/CBMifkFVX3lxTE1wWHlLc0dWbHRjdXJEcVdmTjQ3dnpJbUlYcVMyQzJlanZpdERPRmJYZUJuQmtnd1M0MDBSNVZlUjJrY1pqdFZnekRnOC1VcFZRLXhtMUI2b0lHRTlvU3dJQXNHcGRhcVJPOTMxZHVsbWw1LUJlZk1PYXAxS0FqUQ?oc=5,,,UNKNOWN affecting UNKNOWN in Security Operations.
114,RISK-UNKNOWN-UNKNOWN-0C458AC6,CL-000006,UNKNOWN risk affects Compliance & Governance,Technology,Compliance & Governance,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Compliance & Governance. Evidence window: 2023-07-07 to 2023-07-07 across 1 source(s). Representative sources: Why doctors using ChatGPT are unknowingly violating HIPAA - USC Price School,"UNKNOWN affecting UNKNOWN can disrupt Compliance & Governance, causing operational delays and recovery complications.",1,2023-07-07,2023-07-07,USC Price School,https://news.google.com/rss/articles/CBMilgFBVV95cUxNTXB3cTJIbVZCVVg4VkxDWFlaR2ZTSkw5RUo0WDdOcFFjQmVNb3JsVHE0MVpYTFU4Q3FYeXJDcUFpSG5iS2FhSE5PdjFESUpDUndJSXJheUkzZDQzMkpJeW0xR3gxV1BlQ0FYSFAzc2J3LUF4UTZXYkpJTnNQX3UwTFlZS0xVT1hQS2NHQUtfSjdLTDYySmc?oc=5,,,UNKNOWN affecting UNKNOWN in Compliance & Governance.
115,RISK-UNKNOWN-UNKNOWN-0C458AC6,CL-000008,UNKNOWN risk affects Compliance & Governance,Technology,Compliance & Governance,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Compliance & Governance. Evidence window: 2025-02-17 to 2025-02-17 across 1 source(s). Representative sources: 9 Regulations Reshaping Global Logistics: Here’s How to Decode Them - Inbound Logistics,"UNKNOWN affecting UNKNOWN can disrupt Compliance & Governance, causing operational delays and recovery complications.",1,2025-02-17,2025-02-17,Inbound Logistics,https://news.google.com/rss/articles/CBMirAFBVV95cUxPdk5pVmRidGZqbUJ4WGdGVXlSdXVBelAtN0tXWnc2Q0k2d2JJTmN0Yjl4U3hyRDZIQk1RMDQ2NElIYW55Y0FzYm96Mm9fSEl0SmVCVEtFR2tSZXJlT0F5QVAyNmNjM0Nyc2gwTzVwYmwzNkF5Ti1OYUp1QndDa25nS3FGLWo5UlFXTzhBMW5tcjEyTDNZcC1aU3RjRmZNWlZiMlF0d3hrM19tbnJw?oc=5,,,UNKNOWN affecting UNKNOWN in Compliance & Governance.
116,RISK-UNKNOWN-UNKNOWN-AD10A240,CL-000010,UNKNOWN risk affects Physical Infrastructure,Technology,Physical Infrastructure,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Physical Infrastructure. Evidence window: 2025-04-29 to 2025-04-29 across 1 source(s). Representative sources: UPS CEO issues grim delivery warning as service cuts 20k jobs & closes 17 sites - The US Sun,"UNKNOWN affecting UNKNOWN can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2025-04-29,2025-04-29,The US Sun,https://news.google.com/rss/articles/CBMif0FVX3lxTE1qbEZldXNRNDA4SnJLZ3R6cnZxd01YQnpBZGRfcXNSQjlrMnBQaDJQVGlTd3J1b1cxUF90LWRHNlc0dnJGSHAxZm5TR2JSTmJ0QUhYcGNETVFVdnJIR0JzdkQxSWhwT3IzTmpWQjRRSmtfM2VzRnJUOG53TFh2bzg?oc=5,,,UNKNOWN affecting UNKNOWN in Physical Infrastructure.
117,RISK-UNKNOWN-UNKNOWN-0C458AC6,CL-000011,UNKNOWN risk affects Compliance & Governance,Technology,Compliance & Governance,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Compliance & Governance. Evidence window: 2025-05-02 to 2025-05-02 across 1 source(s). Representative sources: When AI Technology and HIPAA Collide - The HIPAA Journal,"UNKNOWN affecting UNKNOWN can disrupt Compliance & Governance, causing operational delays and recovery complications.",1,2025-05-02,2025-05-02,The HIPAA Journal,https://news.google.com/rss/articles/CBMidEFVX3lxTE55bTIzUERZc3p0NDU3elhIWElEZzkzMmRqZmxDWHpiYnlDc0U0LWtFdzFBRE11RWxjTmlhcnpUWERUeDJlcE55b0dHNk93dTk5VHVadUZwTFpKYU1yNzJwQUhEMGJScVoyVm1seE5RUGtVSXps?oc=5,,,UNKNOWN affecting UNKNOWN in Compliance & Governance.
118,RISK-UNKNOWN-UNKNOWN-E23A5F28,CL-000012,UNKNOWN risk affects Security Operations,Technology,Security Operations,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Security Operations. Evidence window: 2025-05-03 to 2025-05-03 across 1 source(s). Representative sources: Malicious Go Modules Deliver Disk-Wiping Linux Malware in Advanced Supply Chain Attack - The Hacker News,"UNKNOWN affecting UNKNOWN can disrupt Security Operations, causing operational delays and recovery complications.",1,2025-05-03,2025-05-03,The Hacker News,https://news.google.com/rss/articles/CBMifEFVX3lxTE0zRWpycGpiZV9xdElOZl9JSlFwNUZRakk5TWN1dEQyS0lGd0JySGwyMmh0TDVfMUNNeEhBYVZrWG1aOGE5MGJ3bmdlNVlpTGZ2dzJPWWpOSWVSOFFkemRTdEQyUDliTVN1VkZkaXFGSjBNbDFlMTBLTVo2Zzg?oc=5,,,UNKNOWN affecting UNKNOWN in Security Operations.
